objectid,artifact,classification,chronotype,form,portion,date_established,region,site_name,cadastral_map_id,site_code,site_type,location_note,transect,unit,survey,fineware_type,fabric_color,fabric_color_munsell,decoration,sc_id,sc_link,publication_doi,comment_1,comment_2,pres_length,pres_width,pres_thick,pres_diam,elevation,latitude,longitude,x_coord,y_coord
bck-1996-grab-018,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-019,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,7,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-020,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,7.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-021,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-022,ceramic,amphora,Koan type amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-023,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,6,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-024,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,5,NA,14,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-025,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,5,NA,8,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-026,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,6,NA,14,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-027,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,4,NA,10,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-028,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,6,NA,12,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-029,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-030,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,6,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-031,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-032,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 2,NA,6.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-033,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,4.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-034,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-035,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-036,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-037,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,10,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-038,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,9.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-039,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,6.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-040,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,lower portion,NA,4.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-041,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-042,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-043,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-044,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-045,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,6.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-046,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-047,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,9,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-048,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,9.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-049,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,5.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-050,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,9,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-051,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-052,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,5.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-053,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-054,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,7,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-055,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-056,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,7.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-057,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,7,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-058,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-059,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,6,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-060,ceramic,amphora,Zemer 41 amphora,amphora,handle,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 3,NA,5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-061,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,8,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-062,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,4.02,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-063,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,5.5,1,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-064,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,5.02,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-065,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,3,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-066,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,3,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-067,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,7.5,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-068,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,6,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-069,ceramic,amphora,Zemer 41 amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,NA,NA,5,1,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-070,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4.5,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-071,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,sc_183a,http://dx.doi.org/10.4231/R7513WDT,10.4231/Y6NK-N284,form 1,SC 183A,3,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-072,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,3,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-073,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-074,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,3.5,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-075,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-076,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,2.03,0.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-077,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,2,1.5,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-078,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,3,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-079,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,4,1,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-080,ceramic,amphora,Koan type amphora,amphora,rim,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,form 1,NA,2,2,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-084,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,overfired mushroom toe with kiln tab,NA,NA,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-085,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,4.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-086,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,sc_185f,http://dx.doi.org/10.4231/R7513WDT,10.4231/Y6NK-N284,mushroom toe,SC 184F,7.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-087,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,6,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-088,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,7,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-089,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,3,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-090,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,3,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-091,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,4,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-092,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,3,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-093,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,mushroom toe,NA,3,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-094,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,9,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-095,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,8.5,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-096,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-097,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-098,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,sc_185e,http://dx.doi.org/10.4231/R7513WDT,10.4231/Y6NK-N284,Bck knob toe,SC 185E,9,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-099,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,7,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-100,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
bck-1996-grab-101,ceramic,amphora,Zemer 41 amphora,amphora,toe,Early Roman,Bickici Plain,Bickici Kiln Site,28-B-21-B-4,RC9604,kiln site,NA,0,0,1996,NA,NA,NA,NA,NA,NA,10.4231/Y6NK-N284,Bck knob toe,NA,8,NA,NA,NA,3,36.28669812,32.2768102,435056.8371,4015990.8
